epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1520.81,1.1952,0.90772,1.37856,0.80491,0.75704,0.76368,0.45802,1.23525,0.85368,1.3627,0.00106877,0.00106877,0.00106877
27,1586.15,1.19648,0.87973,1.36142,0.83106,0.70522,0.77984,0.46126,1.28824,0.82565,1.37859,0.00105481,0.00105481,0.00105481
28,1661.34,1.18352,0.85846,1.36021,0.79302,0.75074,0.78568,0.47296,1.3237,0.84624,1.42714,0.00104044,0.00104044,0.00104044
29,1728.71,1.16916,0.85879,1.35801,0.83533,0.73022,0.78828,0.46942,1.2596,0.80529,1.36093,0.00102566,0.00102566,0.00102566
30,1796.32,1.1861,0.84743,1.36062,0.80264,0.7435,0.7902,0.48718,1.25642,0.82771,1.3568,0.00101049,0.00101049,0.00101049
31,1863.93,1.17657,0.85311,1.35715,0.82836,0.75232,0.81374,0.4974,1.21107,0.81731,1.35845,0.000994942,0.000994942,0.000994942
32,1932.2,1.16259,0.82848,1.34816,0.81471,0.73674,0.76943,0.48901,1.1671,0.78977,1.32313,0.000979039,0.000979039,0.000979039
33,2003.16,1.15866,0.84147,1.34729,0.8099,0.68155,0.7853,0.47139,1.31805,0.8962,1.3654,0.000962793,0.000962793,0.000962793
34,2070.53,1.17689,0.84661,1.35515,0.79888,0.74425,0.78654,0.48281,1.24087,0.85777,1.37087,0.000946219,0.000946219,0.000946219
35,2139.64,1.16227,0.82669,1.34253,0.86502,0.7582,0.8081,0.48611,1.2851,0.7597,1.3682,0.000929335,0.000929335,0.000929335
36,2211.03,1.14949,0.81604,1.33795,0.87016,0.76124,0.82015,0.49227,1.25776,0.79596,1.34643,0.000912157,0.000912157,0.000912157
37,2273.65,1.13186,0.81145,1.33055,0.86446,0.76263,0.82644,0.51168,1.18739,0.75643,1.32997,0.000894701,0.000894701,0.000894701
38,2338.71,1.13977,0.80923,1.33033,0.86947,0.72729,0.83007,0.51059,1.17718,0.79973,1.33344,0.000876985,0.000876985,0.000876985
39,2407.14,1.14235,0.81487,1.3345,0.92068,0.77037,0.82743,0.50855,1.13899,0.75868,1.31972,0.000859027,0.000859027,0.000859027
40,2475.23,1.13036,0.79067,1.31945,0.84866,0.7603,0.79027,0.48636,1.11729,0.80167,1.32307,0.000840844,0.000840844,0.000840844
41,2544.75,1.11984,0.78067,1.31385,0.89676,0.70553,0.81252,0.49593,1.13813,0.77382,1.31196,0.000822454,0.000822454,0.000822454
42,2615.77,1.13103,0.78652,1.31756,0.86157,0.75939,0.82712,0.50811,1.11473,0.75465,1.31699,0.000803876,0.000803876,0.000803876
43,2686.52,1.11548,0.78044,1.31473,0.90649,0.78849,0.84359,0.52119,1.1502,0.70433,1.3024,0.000785127,0.000785127,0.000785127
44,2755.02,1.11025,0.76781,1.29946,0.87486,0.72881,0.787,0.48305,1.13766,0.76533,1.32959,0.000766226,0.000766226,0.000766226
45,2824.67,1.09957,0.75855,1.30328,0.87416,0.74921,0.80934,0.51137,1.11723,0.74584,1.29693,0.000747192,0.000747192,0.000747192
46,2900.42,1.10389,0.75837,1.30375,0.89719,0.78519,0.84356,0.51264,1.11726,0.71024,1.27618,0.000728044,0.000728044,0.000728044
47,2969.73,1.08911,0.76451,1.29005,0.88889,0.77444,0.83906,0.51804,1.15973,0.75751,1.30589,0.0007088,0.0007088,0.0007088
48,3037.52,1.08689,0.75776,1.28918,0.86213,0.80457,0.82792,0.51883,1.09061,0.70684,1.25747,0.00068948,0.00068948,0.00068948
49,3106.87,1.08647,0.74103,1.28205,0.8332,0.81405,0.82027,0.51916,1.09572,0.72385,1.26597,0.000670102,0.000670102,0.000670102
50,3173.35,1.07212,0.74637,1.27949,0.87923,0.75802,0.83594,0.54061,1.06034,0.70785,1.23843,0.000650685,0.000650685,0.000650685
51,3239.6,1.07613,0.74475,1.28558,0.89811,0.76817,0.83862,0.52501,1.09716,0.67322,1.25669,0.00063125,0.00063125,0.00063125
52,3306.47,1.05872,0.74362,1.27354,0.86971,0.79302,0.84102,0.52103,1.13572,0.67416,1.2791,0.000611815,0.000611815,0.000611815
53,3372.11,1.05724,0.72513,1.26513,0.8562,0.7489,0.8048,0.49588,1.0677,0.69611,1.28958,0.000592398,0.000592398,0.000592398
54,3439.92,1.04901,0.70062,1.26364,0.90853,0.78076,0.82664,0.52341,1.0868,0.74539,1.26768,0.00057302,0.00057302,0.00057302
55,3515.17,1.04981,0.70745,1.2673,0.8645,0.7799,0.83326,0.53184,1.06641,0.67623,1.23844,0.0005537,0.0005537,0.0005537
56,3598.79,1.06647,0.73505,1.27492,0.88451,0.77625,0.83633,0.51943,1.04738,0.68183,1.25441,0.000534456,0.000534456,0.000534456
57,3670.47,1.05355,0.70936,1.26495,0.91871,0.80876,0.85412,0.53679,1.06045,0.65944,1.24644,0.000515308,0.000515308,0.000515308
58,3738.05,1.04551,0.71137,1.26558,0.89108,0.76477,0.83338,0.52751,1.0496,0.73391,1.25274,0.000496274,0.000496274,0.000496274
59,3803.2,1.01758,0.69952,1.24935,0.86414,0.80522,0.8599,0.52884,1.07673,0.66856,1.26116,0.000477373,0.000477373,0.000477373
60,3870.66,1.0291,0.69205,1.24896,0.92669,0.81174,0.87767,0.55494,1.03418,0.64184,1.25243,0.000458624,0.000458624,0.000458624
61,3937.93,1.01893,0.67566,1.24766,0.89862,0.80992,0.85343,0.54281,1.0275,0.6765,1.2245,0.000440046,0.000440046,0.000440046
62,4005.58,1.01545,0.68264,1.24013,0.88803,0.79922,0.84287,0.54056,1.00804,0.62828,1.2236,0.000421656,0.000421656,0.000421656
63,4062.37,1.02282,0.68735,1.24649,0.89338,0.81328,0.85516,0.53552,1.03231,0.67678,1.21943,0.000403473,0.000403473,0.000403473
64,4114.33,1.00538,0.68063,1.23594,0.86778,0.80672,0.85832,0.5473,1.03333,0.63589,1.22935,0.000385515,0.000385515,0.000385515
65,4166.62,1.01311,0.6637,1.24323,0.88188,0.79582,0.85489,0.53281,1.06852,0.66662,1.25268,0.000367799,0.000367799,0.000367799
66,4220.47,0.98778,0.66981,1.22995,0.89029,0.80842,0.86301,0.54409,1.05533,0.63553,1.23174,0.000350343,0.000350343,0.000350343
67,4272.97,0.99245,0.65977,1.22354,0.89151,0.80662,0.84866,0.5469,1.00813,0.63625,1.21512,0.000333165,0.000333165,0.000333165
68,4324.94,0.99902,0.66318,1.24308,0.88545,0.80472,0.8663,0.54331,1.00817,0.63898,1.21509,0.000316281,0.000316281,0.000316281
69,4377.19,0.97639,0.64094,1.21679,0.8616,0.80189,0.84291,0.54392,1.00029,0.66081,1.22009,0.000299707,0.000299707,0.000299707
70,4429.64,0.97488,0.63818,1.22117,0.91998,0.80781,0.85284,0.54882,0.99134,0.64555,1.21482,0.000283461,0.000283461,0.000283461
71,4481.82,0.96,0.63344,1.20848,0.93065,0.81537,0.87126,0.54939,0.99929,0.65559,1.22745,0.000267558,0.000267558,0.000267558
72,4534.43,0.97657,0.63405,1.21626,0.91004,0.78439,0.85773,0.54394,1.00148,0.63674,1.22751,0.000252014,0.000252014,0.000252014
73,4589.65,0.96346,0.63172,1.2114,0.89886,0.80616,0.86895,0.5582,1.02443,0.62901,1.21451,0.000236844,0.000236844,0.000236844
74,4646.13,0.95751,0.62356,1.21115,0.89722,0.82156,0.86986,0.54578,0.99106,0.64399,1.21848,0.000222063,0.000222063,0.000222063
75,4698.23,0.95729,0.63305,1.20567,0.88285,0.83071,0.86186,0.54443,1.0303,0.69002,1.22792,0.000207686,0.000207686,0.000207686
76,4750.58,0.94784,0.62581,1.19651,0.84997,0.84038,0.8544,0.54895,0.97533,0.63589,1.20772,0.000193728,0.000193728,0.000193728
77,4802.54,0.94856,0.6231,1.19542,0.89095,0.83471,0.85979,0.55494,0.96938,0.60495,1.20103,0.000180201,0.000180201,0.000180201
78,4854.75,0.93777,0.6185,1.19618,0.88758,0.82499,0.85495,0.54563,0.96982,0.6185,1.2076,0.000167119,0.000167119,0.000167119
79,4907.34,0.93772,0.6097,1.20061,0.85499,0.8393,0.8575,0.54568,0.98102,0.62648,1.20958,0.000154495,0.000154495,0.000154495
80,4959.68,0.94091,0.6082,1.20196,0.87735,0.7915,0.8511,0.54133,0.96686,0.64489,1.20947,0.000142342,0.000142342,0.000142342
81,5024.37,0.93852,0.61044,1.19142,0.9089,0.79368,0.85938,0.55015,0.9584,0.61767,1.20717,0.000130671,0.000130671,0.000130671
82,5091.2,0.92614,0.6083,1.18285,0.89406,0.80395,0.86448,0.55052,0.97313,0.61707,1.20335,0.000119494,0.000119494,0.000119494
83,5157.06,0.94117,0.61078,1.19301,0.8903,0.84195,0.8672,0.55543,0.95249,0.60517,1.19549,0.000108822,0.000108822,0.000108822
84,5224.5,0.91592,0.59795,1.18507,0.87563,0.82225,0.87301,0.55713,0.96305,0.61891,1.20067,9.86659e-05,9.86659e-05,9.86659e-05
85,5290.13,0.93079,0.60583,1.18911,0.89886,0.8285,0.86495,0.5456,0.96694,0.61001,1.20542,8.90352e-05,8.90352e-05,8.90352e-05
86,5420.67,0.82518,0.48584,1.13862,0.90076,0.83538,0.87125,0.54843,0.96212,0.61304,1.20253,7.99397e-05,7.99397e-05,7.99397e-05
87,5480.76,0.83609,0.47741,1.15092,0.89376,0.82016,0.87675,0.54865,0.96945,0.61794,1.19909,7.13883e-05,7.13883e-05,7.13883e-05
88,5542.37,0.82166,0.46846,1.12978,0.9168,0.82431,0.87328,0.54965,0.96855,0.62174,1.19503,6.33893e-05,6.33893e-05,6.33893e-05
89,5603.4,0.81649,0.47179,1.13959,0.89707,0.80406,0.861,0.54432,0.95684,0.62597,1.19082,5.59508e-05,5.59508e-05,5.59508e-05
90,5665.1,0.81228,0.46637,1.13535,0.89098,0.82138,0.85751,0.54587,0.94511,0.62474,1.1879,4.908e-05,4.908e-05,4.908e-05
91,5726.49,0.81971,0.47661,1.13633,0.88586,0.83906,0.85913,0.54771,0.95489,0.6128,1.19012,4.27838e-05,4.27838e-05,4.27838e-05
92,5787.72,0.80154,0.4655,1.12832,0.89822,0.82141,0.86395,0.54654,0.95095,0.61776,1.18932,3.70683e-05,3.70683e-05,3.70683e-05
93,5850.26,0.81012,0.46506,1.13076,0.91406,0.82192,0.87117,0.54905,0.94755,0.61133,1.18677,3.19392e-05,3.19392e-05,3.19392e-05
94,5911.27,0.80304,0.46098,1.12506,0.90651,0.8358,0.8679,0.5497,0.94953,0.62002,1.18939,2.74015e-05,2.74015e-05,2.74015e-05
95,5972.47,0.79454,0.45847,1.11689,0.90724,0.83087,0.86729,0.55017,0.94239,0.61727,1.189,2.34598e-05,2.34598e-05,2.34598e-05
96,6033.72,0.8089,0.46219,1.13032,0.90481,0.8226,0.86739,0.54803,0.94846,0.61715,1.19193,2.01178e-05,2.01178e-05,2.01178e-05
97,6094.2,0.79688,0.46001,1.12143,0.90929,0.82123,0.8639,0.54359,0.94768,0.61393,1.19052,1.7379e-05,1.7379e-05,1.7379e-05
98,6158.29,0.80444,0.45907,1.12166,0.90686,0.81864,0.86633,0.54577,0.94703,0.61333,1.19158,1.5246e-05,1.5246e-05,1.5246e-05
99,6217.75,0.79852,0.45473,1.12297,0.90504,0.81808,0.86586,0.54785,0.94076,0.6157,1.18887,1.3721e-05,1.3721e-05,1.3721e-05
100,6278.04,0.80044,0.45395,1.12209,0.90434,0.81069,0.85728,0.53876,0.94182,0.6213,1.18898,1.28053e-05,1.28053e-05,1.28053e-05
